comment,sentiment
jevons paradox,Negative
ship owner pay investment often dont pay fule thats charter duty ship owner already business owning expensive asset pay time offer favourable fuel consumption rate would assume would adopt,Positive
mean sail,Neutral
francis drake cristobal colon like,Positive
aero foil solution dont see working foil ship would make lean kind way best solution saw kite solution interesting would think would give kinda lift vessel pulling also might also cause lean would invest kite foil kite system ran trouble see could allways cut kite away deployment foil like would slow,Positive
dont mean complain first second video completely false factor type upload encourages viewer call b manmadeglobal warming cmon man,Positive
forgot mention safety another reason left wind behind,Positive
,Neutral
people work hard make informative intriguing content deserve best aka u,Positive
nuclear reactor powered cargo ship carbon emission,Neutral
make garden stay home dont leave propertythis make sense,Neutral
think biggest issue money everything financially pay point form financial benefit many willing take loss greater good,Positive
ten second video pure bullshit typical save earth premise,Negative
wind doesnt blow,Neutral
like environmental issue problem well defined goal reduce carbon sulfur produced shipping improving type fossil fuel easily since normally shipping use worse dirtiest fuel available,Negative
example reduce fuel consumption meaning still petrol powered wan na eliminate fuel consumption entirely go nuclear modern design small nuclear plant autonomous remotely controled reactor large ship russia already icebreaker north wouldnt much stretch put shipping vessel though still fair bit expensive least advantage cutting carbon emission altogether reliable wind,Neutral
beluga gone tho put european supsidy skysail pocket never used went bankrupt converted company tho hanza heavy lift went bankrupt ripping investers currator sold ship,Positive
get periode wind worst youve got karen board god luck,Neutral
could part answer ship would still need another way propulsion areasperiods little wind,Neutral
,Neutral
next go back galley row row row row,Neutral
wind even future electrical generation imagine suitable merchant shipping ridiculous,Negative
dont make ship nuclear powered like naval ship problem solved,Positive
past lmao,Positive
possibly techno cornucopian bullshit human sadly survive coming collapse die created tiny sailing ship future surviving people may reemerge ply flooded contintents plastic strewn stormy ocean hopefully searching whatever fish remain alive th mass extinction barely surviving climate swing one devastating extreme another certainly hope,Negative
wind power future shipping sailboat past silly goofy head,Neutral
wind power past shipping xd loader maersk triple e wind wont jack big behemoth diesel gas nuclear,Positive
solve global climate change put cork volcano ops volcano est ocean oh warm grew grape uk sail boat srarted grape uk last decade happened called mini ice age thames river froze winter oh climatoligists go back temp really oh could use underground green hydrogen converted methonal co stay underground cost solar hydrogen test completed cdn cdn socialist gov dragging cant get socialistic debraved mind gear maybe biden oops cant remember squat lol maybe lady maybe maybe god know cdn cant like history ph cdns cant catch either need snow somemore elon musk mother cdn go u fianancial calf much b cdn gov socialist stinkin thinkin get gov grant loan yup good idea many leach kill cow urbanity wont catch drift either,Neutral
kidding mewho owns co cargo ship someone never stop producing co coke co scare scam,Negative
great ecology disastrous opec oil producer much research carried make technology mature enough adopted shipping battery technology advance lot size capacity life battery improve vi vi cost solar energy stored daytime ship along wind energy,Positive
going full circle,Neutral
let slap hydrofoil ship reduce drag get faster use smaller engine combined kite,Negative
joe biden socoalist gang solve problem lol one able afford anything simple solution lol,Positive
evolving backwards,Neutral
climate change cause higher wind use wind fight climate change hope see wind assisted shipping soon kite seem cheapest easiest although doubt anything drastic happen next decade,Positive
concept nuclear shipping vessel,Neutral
read title correctly,Neutral
yes wind future shipping well someone get around inventing steam engine,Positive
seeing face add human element channel subscribed,Neutral
achates power proper next step ship propulsion achates make stroke engine obsolete,Negative
surely could push sail wider front catch tail wind idea anything know,Positive
past shipping,Neutral
stopped watching climate change propaganda part,Negative
thinking along similar line shame one explored commercial option,Negative
one feel good doesnt effect average person type concept want cut back emission find another source there plenty room improvement system place,Positive
occurs kite studied google project makani cost effective wind power generator think wind turbine cost became low continue developed plan working prototype could definitely generate megawatt electricity tie onto ship use power electric drivetrain maybe kite sailing help shipping carbon footprint,Positive
seems like lot cost technology ship junk china doesnt even last month year,Positive
evolving backwards,Neutral
solution country engaged environmental accord refuse port access ship employ technology,Positive
money sustainable solution getting ground dirt cheap fossil fuel economic invest planet saving idea universal sustainable alternative global agreement apply carbon tax fossil fuel also limestone cement manufacture ruminant belching methane,Positive
definitely interesting possibility single nuclear reactor could nearly immediately reduce total carbon footprint vessel nearly sailboat level good,Positive
good idea reduce fossil fuel cost shipping sea,Positive
well wind driving ship thousand year gasdiesel always around degree much much energy density obviously turbine new sailing conjunction liquid fuel,Positive
modular nuclear reactor would perfect solution going happen would smaller current engine room take account need huge fuel bunker increase load ship carry,Positive
combind couple technology new sail could solar panel builtin use hho gas propulsion,Neutral
nuclear option zero emission reliable pirate issue fully electric ship fuel cell large accumulator big issue heavy charged floating solar farm near harbor,Negative
wind power old thing future new invention,Neutral
wonder couldnt combine sail technology solar electric mean large surface area true wouldnt optimum position catch sun seem case every little bit help another thing wonder couldnt sail mounted along side ship opposed along centre line perhaps using sort outrigger system people start calling idiot want make clear knowledge sailing good knowledge klingon opera,Positive
കരള ടവ,Neutral
catch whale tie ship tbd profit,Positive
love apologized flat earthers lmao,Positive
windpowered ship called sailboat,Neutral
kite solution seam promising low footprint easy retrofit pity oilprice low moment,Positive
jus send cargo huge beer bottle pollution,Positive
like kite must pay easily,Positive
current trend futuristic tech reinvent relabel old tech futuristic market future using underpaid science youtuber,Neutral
wonder wind turbine solar panel along top container could used drive electric motor propeller,Positive
covid demonstrated whats hurry bring back bigger sailing ship combined computerized tech control,Neutral
hybrid system based cargo port type well ship size seems best route doubt itll one size fit solution,Positive
whole winddiesel power shipping come money yes customer pay diesel ship interest yes pay one small shipping company install sail ever make profitable cut price watch rest fold like little girlz,Positive
alright brainiac tell level co would like atmosphere would ppm ppm ppm level freaking way brainiac use massive amount fertilizer every year grow food crop back didnt need fertilizer today one reason atmosphere higher amount co aka plant food,Positive
may dumb question problem nuclear reactor aircraft carrier use,Negative
much rd required,Neutral
hell ship going wind day week time already know sailing ship founder become stalled without wind,Negative
sorry co bad atmosphere cause global warming cooling follows lead,Negative
sail teu container there wind cancel sched bout typhoon hurricane good voyage imagine securing sail start force wind top mast safe,Positive
small modular nuclear reactor board cheap fuel efficientor even hydrogen fuel cell,Neutral
sail get done see good month,Positive
would propose array vertical axis wind turbine generate electric power completely independently wind direction sticking array solar panel size upper deck maybe larger large battery smooth maximum minimum generation electric motor driving propeller run hoursday battery become ship ballast solar panel array need foldable get way ship loaded unloaded crane unfortunately nowhere near enough information calculate whether could practical,Negative
wilbur soot,Neutral
atomic energy solution,Positive
making stuff respective country would reduce need many shipping fleet cure complete problem help,Positive
kite seems like good deal considering add ship already built computer mast hold seems minimal cost really low end month month would substantial saving let alone got part time never saw system leaf deck open well imagine seeing huge kite mile away ocean,Positive
doubt going back day total wind power ship,Negative
meanwhile aboard,Neutral
clipper ship much faster modern day behemoth,Neutral
well ship mobile platform direct carbon capture viable carbon turned back fuel taking seawater separating hydrogen combining carbon resulting fuel,Positive
yes next fuel massive slow arse cargo ship burn insane mean theyre sooooo slow,Neutral
look flettner rotor use ship around driven rotor acting like sail reducing fuel use measurably flettner rotor work wind quarter,Positive
human create fast gasoline powered ship many year later wind could live failure bring back,Negative
hey man worker tesla would love make video tesla yeah let know want,Positive
love sailing love idea fuel saving small part logistics shipping time shipping company competing one another whats point saving fuel slower competitor significant margin would love see giant ground effect vehicle shipping vessel technology auto stabilize large vehicle unlikely due rough sea,Positive
ban use bunker fuel force ship burn standard diesel realize much air pollution cargo ship put using bunker fuel,Negative
hydrogen way,Neutral
,Neutral
hey ive got idea let use sail know old thing everyone stopped using wind isnt consistent boy sail sure take lot internal space cargo ship,Positive
enjoy fresh flower special moment,Positive
wind flywheel done problem solved thing holding people back cat bag bureaucracy ignorance greed,Negative
nice vid liked though scaling limited success sit,Positive
soon heard british accent knew green lunatic,Negative
wind may cut co even nuclear cut cheaper wind fossil fuel recent advance safe safe get,Positive
ah yes advanced sailboat,Positive
people ignoring fact wind super temperamental wind generally dont cross equator wind current restricted hemisphere plus depending time year may change direction sailor would half year go one direction would return within next month stranded wind change direction,Negative
dont want hear problem achieving something,Positive
democrat get back power horse buggy needed shipping destroyed oil industry gas bunker fuel ship un agenda remove human planet prison work city slave kept self sufficient shipping needed world carbon dioxide level twelve time higher cretaceous trapped cretaceous limestone bottom support photosynthesis enough plant feed large dinosaur today co deficient atmosphere,Negative
wind power future shipping weve come full circle,Neutral
viking used wind power,Neutral
efficient device world move weight stroke diesel internal combustion engined container ship efficient single fat as person trying move weight sniveling greenies want target shipping reason complete idiot seriously spend billion dollar create ton new pollution building new tech isnt even needed fool,Positive
good job,Positive
sail joke,Positive
best way cut emission stop globalizing manufacturing manufacture locally use technology like raw material passenger shipping nice vi sailer windsurfer alll life imagined hybrid ship way clean planet,Positive
wind power ya say thatll fit mazie hironosbridge usa hawaii,Positive
competition reinvent sail,Neutral
make lmao,Positive
biofuels controversial risky energy source biofuels crop residue andor crop jatropha grown marginal land pose le risk food security however couldnt ever meet energy demand destruction habitat biodiversity one highest existential threat biofuel production promotes,Negative
lmfao gon na put sail junk solution stop buying everything china need ship much ccp pay lie siml ccp traitor nation people,Positive
would interested know nuclear power would possible option large scale cargo ship small modular reactor looking forward thorium molten salt reactor seem making considerable advance,Positive
first thing first need stop using bunker fuel massive reciprocating engine lng turbine proven track record capable powering electric motor like azipods would also decrease need tug boat install sail,Positive
nuclear,Neutral
flat earth jibe,Neutral
windpowered ship either mean slow ship hybrid sort speaking generally windpower also eats cargo space ship kite exception much cargo space used tech isnt mature slow ship mean product locked transportation pipeline longer advantageous dont expect many ship ever constructed rely solely wind power cargo transportation sort hybrid could talking battery improve electric propulsion ship expand japan already building small fleet electric ship coastal shipping cant go distance long international route coastal shipping insignificant part hybrid propulsion system battery probably play increasing role added sail kite hydrogen fuel cell ship able attain reasonable speed without emission battery fuel cell prevent hybrid ship stalled lack wind hydrogen isnt efficient way store use energy wont rival fuel oil cost still option hybrid energy required drive hybrid expensive initial capital investment made wind energy free harvest grid electricity cheaper even fuel oil today cargo ship terrible aerodynamics theyre basically block mounted hull speak reducing emission aerodynamics dimension consider cut emission simply streamlining cargo ship principle new concept stowage may need developed container simply arent aerodynamic another dimension immense need globalization imposes civilization shipping temporary phase going tech advance likely reduce need economic justification centralized production example company plan reduce reliance shipping look auto industry often site factory serve geographical location looking ahead tech printing may advance point many thing community need easily produced low volume locally advance robotics ai printing may ultimately lead u long term microfactories flexibly make many thing one thing economically local scale may need fewer ship future decade trend play well still need move raw material around course food probably though potential vertical farm serving community lack sufficient farmland produce need pointed obstacle overcome ship owner dont pay fuel cargo shipment incentive reduce fuel expenditure easily resolved government action need legislation incentive think certainty must begin reduce emission cargo shipping exactly play isnt easy predict lot moving part technology still remain developed falling battery price maturing tech alternative play role,Positive
company country build first crossocean cargo tunnel instantly put cargo ship industry business,Neutral
put dc power salt water collect h use piston engine drive ship dc generator let crew breath simple,Neutral
k sub youre gon na make one day ill get brag used watch u u k,Negative
wind power blow ship sailed long time ago,Neutral
called sailing lol,Positive
dont thay put wind turbine ship since lift thousand ton ofc gon na lot energy loss since dont perfect conductor non energy loss conductor possible sure,Negative
wind power future shippingand also past,Neutral
yes,Positive
settle going back using sail,Neutral
wind turbine driving air compressor could valid option compressed air heated even slightly energy output could drive ship existing shaft propeller alternatively compressed air drive alternator drive electric motor,Positive
ship floating clean fuel,Positive
well nit use electrolysis yea sure need giant ship giant hydrogen oxygen separator tank test bed giant gradually get smaller efficient,Positive
may algorithm bless,Positive
ahhh go nuclear,Neutral
maybe well stop shipping stuff around much tesla reducing lot cost building factory continent sourcing material component locally reduce shipping minimum many manufacturer could,Neutral
think called sailing,Neutral
ran gas foot bayliner hung king size bed sheet outrigger straight still managed get close enough channel moor take kayak gas get back track wind got going knot thought pretty cool make shift sail,Positive
there lot downtime crew ship cant see cant use long paddle,Neutral
nuclear powered ship potentially best answer problem reliable dont depend weather leave upper deck free cargo restocked fuel rod year also depleted fuel recycled new fuel fast neutron reactor basically creating closed cycle doesnt involve carbon emission whatsoever,Positive
know scam theyre proposing wing kite somehow avoiding sail implies installing device interest selling patent direct goal therefore company stifling technological advancement draining tax money form green research incentive,Negative
interesting mathematical symmetry best done auxiliary wind powered cargo vessel reduction fuel consumption competitive purely wind powered vessel would need ten time vessel thing dont always scale linearly surface area sail generates liftthrust volume mass surface area hull generates drag revenue square easy circle people realize people sailor able quickly reduce sailing capacity crucial success world ocean full huge storm travel much faster even miss worst burnt storm still destroy sailing equipment maybe even vessel good even day windjammmers largest last pure wind powered cargo vessel could economically carry bulk cargo long enough distance ship uneconomical cotton australia lumber coal petroleum oil etc ultimate problem cubesquare law problem driving energy density problem past certain small size contemporary standard vessel powered purely wind keep interesting mathematical symmetry best done auxiliary wind powered cargo vessel reduction fuel consumption competitive purely wind powered vessel would need ten time vessel,Positive
stirling engine like swede using sub make silent,Positive
reason transition wrong took long steam cargo ship even getting close speed sailing boat great clipper hit average knot steam boat lucky make full journey downfall sailing ship panama canal since sailing ship couldnt use drive steam boat retarded capitan low skill crew get sailing boat speed need good captain crew expensive also take lot space decided rather wait bit longer shipment pay le,Positive
flexible solar sail,Positive
nuclear energy already used military application commercial,Positive
lmao sorry flat earthers yup world literally wouldnt even function believe true,Positive
could premise alcubierre warp drive potentially used boat treating water space using expansion contraction process form propulsion obviously wouldnt need gravity temperature difference,Neutral
channel gon na get big bet,Neutral
fuck biofuels biofuels horrible environment need battery power perhaps nuclear though dont personally like idea using nuclear since easily fill energy need sun might better save nuclear fuel far future like interstellar flight something maybe even hydrogen fuel cell think battery augmented wind onboard solar panel perhaps built aerofoil work well im engineer cant math,Positive
love idea return age sail favorite era ship weird transition period sailing vessel steam auxiliary particularly sidewheelers one day nuclear fusion powering ship would like see return sail,Positive
add little windmill top boat another boat propeller go faster windmill turn faster thus powering boat need power fill boat many battery need scientist dont know simple yet effective method,Positive
worthwhile make incremental gain every bit help trucking industry added panel underneath trailer increase efficiency going take many many small effort win war humanity excessive consumption,Positive
suspect motor stay probably need different fuel im engineer without crystal ball reasonable judgement,Negative
getting massive electric drone pull ship onboard energy generation,Positive
system would practical ship exception roros livestock carrier top deck typically utilized would interfere material handling,Positive
lol navigation done simulated flat earth,Positive
hydrogen powered electric future,Neutral
wind power past shipping,Neutral
kid selling used item front lawn almost invented ebay used play electric slot car racing track close becoming next tesla nikola tesla even born looked window matter time created ntatb aanbwe,Positive
earth remains flat whether believe,Neutral
por qué sigue pareciendo todo tan ineficiente,Neutral
kid confused dont use sail,Negative
suitable ship others,Neutral
french ship energy observer used oceanwings pull along using electric propulsion motor charge hydrogen fuel cell sea,Positive
seems strange semi truck putting streamlining container ship ship exhaust dirty use low grade fuel used used paving pollution bad could injected water fertilizer farmer used get sulfur rain coal sulfur reduced buy sulfur,Negative
answer simply space use store sail take storage space trip youd realize run one cover loss nuking efficiency gain time fuel spent outright overcoming implementing silly tower showed would difficult expensive since would necessity reinforce part ship,Positive
complete nonsense typical large vessel horsepower engine calculate much wind would take equal see sail mile side say use smaller boat nope reason huge boat used cut cost two smaller tanker equal one supertanker cost much time much per barrel cargo best answer go improved engine design,Positive
dude hate,Negative
unless interest rate capital become adjusted available wind,Positive
simple use nuclear reactor ship,Neutral
new law cargo ship may enter leave port canal unless least propelled wind wait year start increase percentage,Positive
climate change fakeso carbon footprintfake shit dumb mass,Negative
greeting scotlandload lie big ship engine compressed air free energy hitec dont use liqued fuel jet engine zero fuel fueling criminal fake jet airbus cant fly tone fuel wingwake smell coffee,Positive
used airfoil kite,Neutral
ironically oil price jump idea slow steaming launch action simply save oil priced appropriately much higher would mean wind sailsteaming smart steaming would standard feature large vessel could save area,Positive
molten salt cooled thorium breeder cycle fission reactor revolutionize shipping,Neutral
technology like promising thank,Positive
need send someone put thermostat sun stop banging co climate change every living thing planet carbon based life form,Negative
wind past navigator main way travel using galley future navigator alternative travel solution wind always transport whether past future,Positive
ship wind turbine generates electricity use power motor turbine,Neutral
better solution u return manufacturing job put people work save atmosphere one solution,Positive
need slow pace living really need overnight bring back slow boat china drop container ocean let current bring theyll get eventually get back anticipation greatest feeling track container like game race prize meanwhile buy american cuz shit arrive tomorrow,Positive
lot fuel power source water temperature electricity gravity brownian motion,Neutral
wind power past num nut,Neutral
price mortgaging future planet ie international carbon tax economy current ship emitting current carbon budget would make ice shipping untenable ignoring dire effect wanting thing delivered day earlier seems practical risk much bit convenience need adapt environment adapt u unpleasant result,Negative
wind sailing way forever man,Neutral
another regurgitated info channel would interesting insertion low end stock footage content interesting enough dont need cheesy clip meeting script say meeting,Positive
anyone thought using sea electrolyte battery power vessel,Neutral
trying find number amount fule used shipping industry per year apparently ship use ton per day amount saving self sustained ship,Positive
ship built make profit extra cost build maintain mean little profit counting slower speed stormy weather oil tanker may change destination time penny barrel slower time lost money,Positive
thing man made global warming,Positive
use combustible hydrogen could totally topple oil powered system although maintainance safety require high level work totally revolutionise industry use oil fule could generated board making range unlimited cost cheap,Positive
wan na cut cargo ship pollution emission half quick possible stop buying much stuff china sure chinese produce item cheaper country cost environment,Negative
god understanding chemistry physic youve swallowed spoonfull shit regarding emission,Negative
gon na lie sounded like minecraft youtuber called wilbur soot,Positive
actually true sail powered boat long sailed sailor want side wind tail wind wind blowing behind front ship faster go slower wind relative sail youre going mph wind mph behind loses speed catching hit sail mph ship get faster soon wind hitting sail slow overcome friction wind hitting side ship use sail deflect backwards could moving mph still wind hit sail mph,Positive
need much better energy storage device nuclear powered cargo ship,Positive
much sail weigh going affect stability hope enough study conducted aspect,Positive
wind future lost mind kid right b repeated last year favor whatever watch read stop,Negative
wind turbine would generate electricity turn propeller power entire ship,Neutral
fill ocean problem solved,Negative
firstly want say shut fuck one give fuck dont interupt,Negative
watched deadliest catch wind powered ship cant survive foot wave,Neutral
one word nuclear,Neutral
yes shipping industry good hear pirate need bring north atlantic pirate back,Positive
,Neutral
make hydrogen sea water use fuel cell,Neutral
kite best,Positive
percent isnt bad think many ton freight ship move,Positive
evolving backwards,Neutral
think future clean energy ship hydrogen main propulsion system wind power could complement big company called abb investing technology,Positive
wont mean thing without china india going along,Neutral
wait mean sailing lol lol wtf,Positive
feel old look walker wingsail way time,Neutral
guy video k subscriber already damn,Negative
also produce hidrogen shore wind farm run boat hidrogen,Neutral
designed zero drag hull wind powered ship make faster cheaper carbon zero zero fuel electricity backup shipping bright future bubble,Positive
need worry carbon dioxide raising atmospheric carbon dioxide concentration net beneficial effect increasing agricultural yield reduced winter heating cost fewer death hypothermia wind power century date,Negative
also start growing moustache month ago think also take year,Positive
k almost k writing also dont see commercial,Neutral
,Neutral
cant big ship use hydrogen oxygen add power plant ship could make fuel sea water plowing,Neutral
crossing doldrums,Neutral
go aps track shipping number vessel high sea quite considerable also best wind route hazardous due weather sea state condition numerous ship lost around cape day sail last wind jammer either sunk wwor ww,Positive
past future,Neutral
marine ship go nuclear freight ship cant,Neutral
cargo space make ocean cargo ship cheap add subsystem lose cargo space,Negative
mentioned think good alternative use ship multiple turbine retractable arm extending main deck connected central drive shaft would appropriate compromise carrying capacity,Positive
life come full circle antiquity wind powered sail ship industrial revolution hybrid sailpaddle steamer industrial revolution early steam powered metal ship early present day dieselgasoline powered ship cold war present day nuclear powered ship _haha wind powered sail ship go wheeee_,Negative
unanimous answer big fat,Neutral
going backwards,Neutral
past shipping,Neutral
come almost none green warrior ever talk obvious solution population control,Positive
yeah sailing ship future sailing ship,Positive
fantastic channel well presented keep producing,Positive
sound though affected ideological religion known global warming movement bio fuel doesnt matter made fuel plant dig ground ship talk still pollute exactly level described problem global warming movement big fear poor workable solution everything including ship would powered nuclear,Negative
nothing new sun year ago wind power dominated shipping here interesting slant perhaps ship could benefit diversity renewable energy installing large electric motor battery charged port source ranging solar wind geothermal well traditional energy generation source nuclear fossil fuel course ship huge structure carry solar panel aerofoil mentioned video,Positive
wind isnt strong,Negative
anyone notice flag backwards,Neutral
let go back human power true good ole day take healthy strong prisoner put ship prison powered shipping ship ppss everybody shift bike generate electricity get point spend thing like black mirror episode,Positive
battery tech getting better would better wind turbine charging massive battery pack there moving part electric motor theyre much efficient sailing traditional diesel engine one moving part mean much le maintaining cost labour space weight battery evened carrying know diesel fuel huge diesel engine south east asia fisherman small diesel generator producing electric run electric motor pier fishing boat electric motor much efficient reliable,Positive
,Neutral
lol many different channel want create im tired listen voice,Positive
way better novel ship powered sail,Positive
commenting america one fishing port new bedford massachusetts fishing boat burn gallon fuel oil per trip average day x boat one talk co contribution global warming yet boat owner holding offshore wind farm hostage saying build compensate dirty pirate industry taking fishing groundsthat belong u citizen permit holder away proven offshore wind farm structure actually create artificial reef increase scallop mussel fish population fishing industry paying,Positive
fell plan small efficient wind turbine low cost deploying home save lot carbon footprint,Positive
nice video yes hybrid system combine one type renewable efficient diesel hydrogen engine would appeal largest number shipping company sidenote saltlamp background provides nice ambience unlike many claim ionize air order salt ionize air would superheated almost point becoming plasma hand type running water ocean river waterfall provide ionized air proven offer health benefit u human,Positive
french ship energy observer used oceanwings pull along using electric propulsion motor charge hydrogen fuel cell sea,Positive
human contribution co like new tech always tyrant always prevent tech look nitinol could reduce energy usage forgotten yr ago,Positive
make sense wind free powerful long dont need speed pretty much use wind go anywhere planet,Positive
wind power definitely part history shipping,Positive
cunning prince william disguise know posh english voice anywhere foiled lol,Positive
bunker oil generally burnt sea waste oil,Negative
stop globalization every country go back manufacturing problem solved youre welcome,Positive
verry interesting,Positive
mentioned end video combination technique could,Neutral
keep good work nay sayers need really get grip wasnt television show starting spearing creative mind like star trek instance look thing today technology proposed tv help creative mind get busy great job,Positive
full sailboat affordable slow transport stuff like sand grain gas coal etc,Positive
wind turbine turning prop,Neutral
agree coal made coolest looking ship thoright,Positive
put figure bigger picture cargo moved boat boat run waste making petroleum product already best transport method boat sail le stress,Negative
uhhhwind power power shipping since shipping began,Neutral
sailor doubt wind main source power maybe hydrgoen fuel cell,Negative
simple answer trade route logistics voyage time dont work tack windward follow trade wind,Neutral
moved sail steam diesel speedto save time saving time important ok example im holding jar coffee supermarket jar shelf jar store room dose make difference ship took day day still coffee mean need storage,Positive
man made climate change myth support carbon ppm better planet end carbon drought,Positive
case immediate profit long term view ie environment typical day doomed great video though,Positive
ziroth bring good point wise skeptical claim cut fuel consumption much realistic real world big behavior change impress anyone big reason wind power getting attention worldwide treaty banning taxation ship fuel comparison auto industry spent hundred billion dollar cutting emission increasing efficiency shipping atrocious comparison past year finally put regulation sulphur content fuel oil land banned decade ago contributing acid rain look pollution global problem obvious shipping contributes pollution least regulation spending put another way reduction one ship greater saving thousand car upgraded cost ten million charged much pollution ship car ship would use wind solar production would localized question paris accord nation charged emission ship sender receiver owner nobody,Positive
keep modern shipping seems really blindly simple change expectation dont better whole global warming thing nothing else matter,Negative
tiny portion shipping powered wind,Neutral
wind may best option direct propulsion system however ever advancing technology windtoelectric generation isnt difficult imagine large vessel could replace marine diesel electric propulsion powered part whole wind generated electricity direction wind becomes almost irrelevant maintaining low zero emission,Positive
scale huge tanker cargo ship use powered wind solar instead one huge ship bigger vessel le efficient becomes would also create new opportunity smaller business could invest way le money start cargo business,Positive
reality physic commercial shipping could suspended would great le chance word synthetic fuel much likely,Positive
think future shipping train based,Neutral
use solar panel wing well mounted ship side tilted upward save space navigating narrow port tilted horizontally catching wind force forward upward sun,Positive
great video ignored elephant room everybody know reduce co emission say thats slow steamingwhich english mean reducing boat speed average knot average knot done ship owner recession number known put forward last imo rejected increase cost overall time manufacturing etcbut talking looming planetary catastropheso nothing agreed earth warm max profit king remain soglobal warming simply become new area make new profit going happen period,Positive
connect long zip line continent continent use electric power send cargo,Neutral
actually past shipping,Neutral
think wind turbine would work well,Positive
greeney fantasy rotating cylinder inefficient sail known man regard sail look sail area teaclipper comparison fixed sail would give knot propulsion full set sail cargo ship would probably save fuel used cost small fortune fit remember green technology ever worked dependent upon subsidy ralph,Positive
agreed preoblem greed,Negative
another pipe dream,Positive
achieve reduction shipping emmisions dense package using proven technology thats around year naval nuclear reactor theyd cheaper reliable achieve greater result youve got huge pool experienced operator draw retire navy,Positive
pulled man canoe along kite good fun fast,Positive
motor make lot noise suppose whale hate,Negative
view biggest problem wind powered ship time delivery system material get quickly thing oil ore etc could considered conveyer belt system wind powered ship would fill requirement well irony course oil,Negative
kite pulling cargo ship cool,Positive
vertical wind turbine investigated would sail rather would turn generator deck powered electric motor turn propeller variable ratio mechanical transmission cvt used could coupled well diesel engine via variable differential gear drive attain optimum balance wind diesel power efficient speed fuel consumption,Positive
absolutly debil,Neutral
channel high content production standard,Neutral
maybe kite made much bigger surely ship owner charge ship kite,Positive
remember channel get big,Neutral
great channel dude oz,Positive
hydrogen fuel cell better maybe future would able take hydrogen air send fuel cell increased range save time going dock refuel,Positive
another great video awesome job man feel like also saw headline wondered thing thanks diving deeper keep great work,Positive
wind simply economical system removing emmissions vessel wind relies shockingly wind also take deck space cost much afformentioned issue charter reality better solution long long time nuclear many u navy ship already powered nuclear reactor create emmisions also need fueling every year problem insurance put something could explode ship cause ecological disaster insurance skyrocket however make nuclear reactor explode need use thorium reactor unlike uranium thorium fissile need small amount plutonium order become fissile mean shit hit fan reach condition uranium powerplants explode drain thorium another tank explosion ship sink build reactor keep radioactive bit contained extracted salvage operation besides ship sink often anymore ship usually go point point b year broken made another ship,Negative
lack maturity idea open door innovation whats needed capital experience shipping industry combined highly skilled engineer,Positive
think maybe hydrogen mostly nuclear fusion going thing eventually,Neutral
nine dislike flat earthers,Negative
really good quality punchy content,Positive
add wind turbine use running electric propulsion system,Neutral
challenge covered video look like none person commenting actually see big cargo ship clue whole industry work promise time drop proper comment explaining mean presently board ton dwt tanker owner tried rotating cylinder sister ship still operation however good experimental project nothing really achieved reality uploaded video board prespective take look,Positive
technically started shipping right,Neutral
like video interesting topic simple clean presentation changed notification personalized keep coming please,Positive
go nuclear powered ship cut emission,Negative
congrats another nice video learning lot channel good luck sub,Positive
take environmental catastrophe make government force shipping company look le polluting expensive le robust form propulsion additional cost would affect flow import export wealth nationsunless mini reactor fusion based attraction terrorist,Negative
kite sail look promising one mainly effect space board ship also short height kite need electricity battery rare earth work tandem diesel engine seamlessly add kite reduce energy consumption reel storm land unfavourable wind look like would pay easily others look expensive complicated unsuited need limitation large ship,Positive
interesting,Positive
put wind turbine ship use power propel assist propulsion ship tail wind efficient asymmetrical implementation alternative propulsion could allow cargo loading close possible normal would much like large barge group barge homested lake move would like use solar turbine power generator using large electric motor move large mass would like floating island garden small tree house seen one canada small lake fish anywhere,Positive
new vawt technology take look,Neutral
nuclear clean nowadays safe mention endlessly costeffective there still irrational fear,Neutral
better put blade aerogenerator push ship electric motor mwelectric wind power unit,Positive
think likely remote floating wind farm producing hydrogen serve fuel station,Neutral
interesting topic professional sailor thanks,Positive
would definite,Positive
like idea contact mendxtraconz,Positive
simple business caseisthat sail provided fitted free ship thru shipping companyand supplier sail keep fuel saving save win winfor atmosphere sail company charterer still pay freight cost,Positive
interesting giant electric ship use battery ballas wind turbine side ship fact ship moving forward generate wind forcing wind turbine repellers spain dont even need wind get wind turning wind turbine propeller well would bonus provide electricity charge battery put wind turbine sea put side ship still space cargo dont great giant one maybe side ship could trick someone come kind design bet make billion,Positive
talking system reduce payload least,Neutral
put solar roof container ship normal vertical windelectric turbine directly boost dieselelectric system,Positive
video cover good stuff duration perfect keep,Positive
nice video bro well antimatter battery,Positive
need nation encouraged experimenting sharing cost developing project reduce emission flip side capitalist always capitalist emission reduction project open source theyd engage engage fairly unless allowed capitalise make massive gain ensure others couldnt monopoly capitalism always see project crawl along lobby always ensure pioneer held back,Positive
interesting see go im sure idea havent thought ofthanks vid,Positive
redesign ship rigid sail placed side ship instead centerso ship huls may need tube like balast like polynesian boat,Positive
cool video could longer depth feel better one keep,Positive
smh using smrs small modular reactor shipping need heavy regulation security climate impact speed make,Neutral
could buy stock youtubers potential growth rate would sell tesla apple buy,Positive
fake gay,Negative
ziroth exists cold fusion curious elephant chosen death editits joke dont grt serious anyone still wonderful content vro keep good work wish good luck work waiting new informative video,Positive
cheeky face reveal,Neutral
