comment,sentiment
-1 to have mentioned flat-earther in a serious topic,Negative
"Well, I thought that the sail ships from 1600s used wind power already.",Positive
"It is evolving just backwards
























joking though this is a interesting development of ships",Positive
"I don't normally like carbon taxes, but when I do, it's for shipping.",Negative
"Unless companies can monetize wind, this technology has no future.",Neutral
"You seem like a pretty new channel, you may have to battle half as interesting, Wendover productions, and Atlas pro, I’ll drop you a sub good luck my bro",Positive
"Boy . Do you have engineering education or I am not sure that you have secondary education ! Stupidity of this ""engineers "" that put parachute to thousands tons boat ,   over scaled.",Negative
"I WOULD CHOOSE, Green-powered, Self-Driving Large, Amphibious Cargo Aircrafts . Its Much Faster, and Conforms to Current Technology .

Sincerely,

YOU'RE WELL Informed !!

GOOD LUCK !",Positive
"Hi Ziroth, love your videos, but are you zepherus? Love those vids too, why did you stop making them?. Weird question I know but pretty sure I’m ready I’m on the right track.",Positive
https://www.dnvgl.com/energy/publications/podcast/pc-towards-a-future-of-net-zero-emissions.html they have some good rappers you can read about roadmaps and they are not too technical,Positive
Laughs in sailboat,Positive
"No, it is not...",Neutral
They should do a cruse ship with sails. Could market it as a lifestyle thing.,Neutral
Dislike for ads ....,Negative
nice idea educate your country politicians not in the world tell and educate trump the president,Positive
You need to check out the new sailboat that the American team has for the American cup race it's a mind blowing sailboat that can do 50knts,Neutral
Why don’t ships have mini dams to create electricity for the ship as the ship moves?,Positive
Yes,Positive
I remember hearing about these rigid sails (vertical wings) in the 70's. When I was in college (graduated in '76) they had a hydrofoil sailboat with a rigid sail like that. I only saw it in a lab.,Positive
the answer my friend is blowing in the wind,Positive
"wind power to move ships???
why havent the human race EVER thought of this?",Neutral
"Mærsk has pointed three co2 free fuels of the future:  Alcohol, Biomethane and Ammonia.

I read an article about it, they have pointed on those 3 in hopes suppliers will rise to the challenge and engineers figuring out the infrastructure needed to fuel the ships with these. At least Ammonia can cause serious issues if a fueling station leaks.",Positive
"""Future of shipping"" more likely PAST of shipping",Neutral
The past in the future,Neutral
Why did no one think of that before?,Neutral
Like,Positive
"In order of importance...Hydrogen, better route planning /kites, autonomous ships to reduce waste, changing hull shapes and slippy paint.",Neutral
Didnt think that awesome voice was yours,Negative
"How did it become the future when it was already in the past











































""SAILS""",Neutral
Sails: you could not live with your reality. And where did that bring you? Right back to me,Neutral
I have some inventions and patents to improve ship’s maneuverability and reducing drag. I’m a captain of  mariner sever years before.,Positive
what a bunch of bs,Neutral
Maybe they could work on fly mega-ship that can carry unimaginable weight thought the skies. I have a science research idea that might help.,Positive
Since this technology exists lawmakers can now start squeezing the shipping industry with taxes to implement some of them... not sure if countries in Asia would be willing to do that... i suppose it will be a country2country effort,Positive
"I think, base on the information you gather so far, I can honestly said ""you always go back to the basic.""",Positive
"If the engines were hybrids and used fuel and electricity offsets. Then they should focus on capturing wind, solar, and wave power as energy and pump that into the engines. If the systems are developed right. It would not take up much room and reduce fuel needs significantly. Based on the concept that ship owners do not worry about fuel because someone else pays for it. Maybe either the shipowners need to agree to surcharges or maybe the government could create an incentive program.",Positive
"Solid state wind energy transformer systems (the humid oceans would be great for this tech), fuel cell systems, the kite sail, and along with solar. Would be sufficient to power large ships.",Positive
it's all fun and games until you get stuck in the middle of Calm Belt 😜,Positive
I like your remark to the flat earth community 👍👍,Positive
"Germany used metal hulled sailing ships for the transport of grain right up to WW2. The goods were not time sensitive, so the slower speed was not an issue, and they were economically viable. One of these ships is still in existence and operating as a historical Tall Ship.",Positive
"Has anybody considered nuclear power for commercial shipping? The Navy uses it on carriers, and I believe that it would be one of the best options.",Positive
"We have a long history of polluting the oceans and this will not change over night. In Europe and the US regulations are already in place to restrict sulfur content in marine fuel oil. Before this is adapted world wide or maybe even extended so that ships start running on diesel it is pretty pointless to think about Wind Power. Wind Powered cargo ships are an interesting concept but apart from Wallenius Wind Powered Car Transports (a joke in and on itself) they have zero practical utility.
Btw. in our globalised economy it is also a economic minefield and even a marginal increase in shipping prices could have dramatic effects.",Positive
"Despite the pollution emitted, though, these cargo ships are much more ecological per ton than any other form of cargo transport.",Neutral
"Dumb question genuine, what's stopping them fitting several kites?",Negative
"Absolutely. The engineers intend to have passengers and crew eat lots of beans, cabbage, etc. -- then channel the gas produced out at the sterns of the ships.",Neutral
"Instead! Why not stop the insanity by changing the world economic model that makes it necessary to move all of this freight from one country to another and often times, back again!
e.g. EU cars to US and Asia, US cars to EU and Asia, Asian cars to US and EU. AND cars are just one example of thousands of products unnecessarily being moved between continents!
Simply, swap or barter necessary raw materials. Manufacture your shit at home in your own country and grow your food in your own country. Also do more staycations (holidays in home country) and cruiseliners??
Think about this! Do you really want to be confined to a floating tourist trap miles from nowhere and at the mercy of every vendor on ship who just want to seperate you from your money!!
Maybe Covid19 will bring a lot of these positive changes about anyway. Dare I say, maybe some clouds have a silver lining after all!!",Negative
Maybe put the sails on the side of the ship?,Neutral
Cybership,Neutral
"I feel like combining all these technologies is the future. Kites, Aerofoils, Magnus Cylinders, Biofuels & Electric Generation / Solar could all be combined on a single boat.",Positive
The future of shipping is using natural gas as fuel,Positive
"Looking at this problem from 50,000 feet....do we really need to ship steel to China so they can send back toasters??? What about making goods close to where they are being used? A much more sustainable model...just sayin’...",Positive
"Dream On..................   Cost IS everything, period. YOU pay for it as a consumer.",Positive
"the circle is now complete... when I left you I was but a sail boat, but now I am the sail boat",Neutral
"""Is wind power the future of shipping?"" If you're on the age of the triremes and oar carracks, yes.",Positive
Wind? To move ships? It'll never catch on.,Neutral
Small boats can get really fast on wind power. Many racing ships reached over 50 km/h.,Positive
"Aero engineer here. Although you are right to be skeptical of the 90% claim, you need to take into account that lift is directly proportional to wing area. When you compare the beluga to the single kite solution, there is an evident difference in overall lifting surface area. Also when compared to the Magnus effect 'sails', which furthermore depend on rotation speed for lift production. It is not far-fetched that based on these principals that conceptually, a solution with a large collective area of aerofoils would outperform the other two solutions maybe even by a large amount. The problem with this solution is the difficulty to implement a mixed system and also the cargo reduction due to the huge design footprint. Remember that sailboats can do it with no powered propulsion!",Positive
Great circle routes are only used when traveling very long distances. Normally rhumb line routes are more commonly used.,Positive
Still crossing my fingers for hydrogen powered cargo ships :),Neutral
Nh4,Positive
Wind power is actually the past of shipping,Neutral
The future is eletrical,Neutral
Yes,Positive
Wind power or called SAILING 😅 exist,Neutral
"What if we combine them? 8% here, 5% there...",Neutral
Just use nuclear,Neutral
Elon Musk:            **Write Down! Write Down!**,Neutral
"I was hoping someone had tried (ie. run the math, made some models, etc...) a VAWT powered boat.  I always wondered how that would compare with traditional sales or these other methods presented.",Positive
Future of shipping? I thought this was the past of shipping,Neutral
Use clean nuclear power.,Positive
"I think the air foil has the most efficient design and would work in situations such as transporting cars or aircraft parts across oceans (or oil, as that can go inside of the hull too), they are quite efficient, with some optimized designs even being able to go upwind (i saw this in a presentation on foil gp type boats, i believe the channel was ""https://www.youtube.com/channel/UCwG9Ah2xXDR4CmgsrzYaLCQ"") the kite boats do make sense for transport ships, but i think that the ships will start having a aerodynamic shell at the front, it doesn't even have to be wasted space, they could just crane it on top of the boxes.",Positive
There is historic documents that talk about sailing ships drifting for days due to no winds.,Neutral
"sooo, what were cargo ships 200+ years ago using. I mean I get they aren't massive container ships like today but those vessels weren't small in size either and have navigated using the stars and wind without fail.",Positive
"Can someone explain to me how the vertical pillars work? I know they obviously do work, but what makes them go forward as apposed to sideways, diagonally, or backwards? I ask this because the pillars are perfectly cylindrical and I don’t see any design features that I’m able to observe at least, that would be the cause of the columns creating forward thrust as apposed to backwards or sideways thrust. If they are cylindrical what is making them provide thrust in one direction as apposed to producing thrust in 360 degrees all at once and therefore immobilizing it altogether? Again obviously it does work but I just want to know what makes it go forward when it’s a cylinder that has no one side being different than all the other sides of it?",Positive
"FYI I'm a sailor and have fallen off the earth several times, Mr Musk has saved my salty bacon.",Positive
Maybe in a couple hundred years,Neutral
I think we should just revert to the dark age,Neutral
"Multiple kites, each flying  in a different altitude (or something. Not an expert on sailing). That way, minimal cargo area is used, and we can take advantage of far more air power than even a traditional sail system. It seems like the easiest system to maintain, and can be retracted completely, or have parts easily swapped. Largest part is the sail, and it can be folded. It also seems easy add to an existing ship.",Positive
"Kite systems seem ideal as they reach the stronger winds and they create more apparent wind over the air foil too with their movement through the air, not to mention their size, weight, cost, adaptability, etc.",Positive
What is a sail and where can i buy one?,Neutral
"Putting co2 in the atmosphere is not an issue , start there",Neutral
"You could not live with your own failure where did that bring you back to Me

- Every Ship with a sail",Negative
"Well, now we've gone and closed the spiral; The Silver Age of Sail is (maybe) upon us!",Positive
"Seems all ships should have had the parashoots long ago. 

Boggles the mind. Till you remember. It all runs on money.",Neutral
"Me before watching: isn't it its past?
Me after: oh",Neutral
"nuclear, i was amazed when the past 2 mars rovers ran its systems entirely on a small reactor.",Positive
Why are we even talking about that stuff why are there not large nuclear powered ships.,Neutral
"I just came across this channel, this first video was interesting.  There is another way to cut shipping emissions, ship less.",Positive
And then we have the jevons paradox,Negative
"5:05 ""Ship owners who pay for the investment, often don't pay for the fule as that's the charters duty"".

The ship owner is already in the business of owning an expensive asset that pays for itself over time. If they can offer more favourable fuel consumption rate, I would assume they would adopt it.",Positive
you mean sails.,Neutral
Francis Drake and Cristobal Colon like this,Positive
On the aero foil solutions I don't see that working at all. Any foil on a ship would make it lean in some kind of way. the best solution I saw was the kite solution that was interesting to me. i would think it would give some kinda lift to the vessel while pulling it also. It might also cause lean but i would invest in kite over foil. With kite system if you ran into trouble at see you could allways cut the kite away but the deployment of the foil and other like it would be slow.,Positive
"I don't mean to complain, but the first 21 seconds of this video are completely false. Some of it is off by a factor of 10.
This is the type of upload that encourages viewers to call BS on  man-made-global warming.  C'mon man!!",Positive
You forgot to mention safety was another reason they left wind behind...,Positive
No.,Neutral
"people who work hard to make informative / intriguing content deserve the best, aka u",Positive
"nuclear reactor powered cargo ship  
0 carbon emission",Neutral
Then make a garden stay home and dont leave your property....this makes no sense.....,Neutral
"I think the biggest issue is the money, everything has to financially pay for itself at some point or have some form of financial benefit. Not many are willing to just take the loss for the greater good.",Positive
Ten seconds into this video. Pure bullshit with the typical save the earth premise.,Negative
So when the wind doesn’t blow...,Neutral
like most environmental issues the problem is not well defined. if the goal is to reduce the carbon and  sulfur produced by shipping just  improving the type of fossil fuel can do that easily since  normally shipping use the worse and  dirtiest  fuel  available,Negative
"All these examples ""reduce"" the fuel consumption, meaning it is still petrol powered, if you wanna eliminate fuel consumption entirely, go nuclear, with modern designs of small nuclear plants you can have autonomous or remotely controled reactors on large ships.
Russia already does for it's icebreakers in the north, it wouldn't be much of a stretch to put it in shipping vessels, though it's still a fair bit more expensive it at least has the advantages of cutting carbon emissions altogether and being more reliable than wind.",Neutral
"Beluga is gone tho, they put the european supsidy for the skysails in their pocket, and never used them.  then they went bankrupt, converted the company tho Hanza Heavy Lift, went bankrupt again ripping off all the investers and the currator sold off the ships.",Positive
"and then you get a periode of no wind , and worst : you've got some Karens on board. God Luck.",Neutral
It could be part of the answer but these ships would still need another way of propulsion for areas/periods with no or very little wind.,Neutral
👍,Neutral
"Next we can go back to galleys. 
Row!
Row!
Row!
Row!",Neutral
"Wind is not even the future for electrical generation, to imagine that it is suitable for merchant shipping is ridiculous.",Negative
Why don't they make all these ships nuclear powered like some naval ships? Problems solved.,Positive
No its the past lmao,Positive
"possibly, but not this techno cornucopian bullshit. but if any humans sadly survive the coming collapse and die off they created then tiny sailing ships of future surviving peoples may reemerge to ply the flooded contintents and plastic strewn stormy oceans, hopefully searching for whatever fish that remain alive after the 6th mass extinction, just barely surviving as the climate swings from one devastating extreme to another. i certainly hope so",Negative
"Is Wind Power The Future of Shipping?

No, sailboats are the past silly goofy head.",Neutral
wind power is the past of shipping xD. as a loader of the maersk triple E. wind won't do jack all for you on these big behemoths . Diesel / gas / nuclear is where its at,Positive
"Solve global climate change. Put a cork in all the volcanoes. Ops 2/3 volcanoes est are in the ocean. Oh 1500 was very warm grew grapes in Uk ( had only sail boats then too)  just srarted grapes again in UK last few decades. What happened in between ( it was called mini ice age Thames river froze over in winters) oh my is that why climatoligists only go back to 1800 temp. REALLY?  Oh could use underground green  hydrogen  converted to methonal (Co2 stays underground ) @ 1/10 cost of solar hydrogen Tests completed in Cdn 1 403 830 4124 but Cdn socialists gov dragging cant get their socialistic debraved minds in gear Maybe Biden can ( oops cant remember squat now LoL) maybe the lady can. Maybe just maybe. God knows Cdn cant. Just like history of the ph. ( most Cdn's cant catch that either "" needs to snow somemore ""a"") 1 403 830 4124 Elon Musk ( mother is Cdn ""a"") had to go to US for fianancial from Calf ( too much BS Cdn gov socialist stinkin thinkin "" get a gov grant or loan) yup good idea ( too many leaches kill the cow) urbanities wont catch ""that drift either""",Neutral
Your kidding me...who owns co2  cargo ships. Its someone you will never stop producing co2 coke. Co2 scare is a scam..,Negative
"Great for the ecology. Disastrous for the OPEC and oil producers. Much more research has to be carried out to make the technology mature enough to be adopted for shipping. Further, the battery technology has to advance a lot. The size, capacity and life of a battery have to improve vis a vis its cost so that the solar energy can be stored in the the daytime by the ships along with the wind energy.",Positive
So we are going full circle.,Neutral
"Lets slap some hydrofoils on those ships, reduce drag and get there faster, you can use a smaller engine combined with the kite",Negative
Joe Biden and his socoalist gang will now solve all our problems LoL no one will be able to afford anything simple solution LoL,Positive
It's just evolving but backwards,Neutral
"Climate change causes higher winds and we can use those winds to fight climate change. I hope we will see wind assisted shipping soon (kites seem the cheapest and easiest), although I doubt anything drastic will happen in the next decade",Positive
Concept:  Nuclear shipping vessels,Neutral
Did I read this title correctly?,Neutral
"Yes, wind is the future of shipping. Well ... until someone gets around to inventing the steam engine, that is.",Positive
Seeing your face adds a human element to your channel. Subscribed!,Neutral
Achates power is the proper next step in ship propulsion.  Achates will make 4 stroke engines obsolete.,Negative
Surely you could push a few sails out wider than the front to catch more tail wind? I have ideas for anything I know,Positive
No it's the past of shipping,Neutral
Stopped watching at the climate change propaganda part.,Negative
I have been thinking along similar lines myself. It's a shame than no one has explored commercial options.,Negative
"This is one of those feel good, but doesn't effect the average person type of concepts.  If you want to cut back on emissions find another source. There's plenty of room for improvement with the systems in place.",Positive
It occurs to me the kite had been studied by a Google project at Makani that was to be a cost effective wind power generator. I think the wind turbine cost became to low to continue but they had developed plans with working prototypes that could definitely generate Megawatts of electricity. Just tie that onto a ship and use it to power the electric drivetrain and maybe kite sailing can help with the shipping’s carbon footprint.,Positive
Seems like a lot of cost and technology to ship junk from China that doesn’t even last a few months to a year.,Positive
"Its evolving, but backwards",Neutral
Solution: countries engaged in environmental accords will refuse port access to ships that do not employ any technology!,Positive
"It's all about the money. Sustainable solutions are not getting off the ground because while there is dirt cheap fossil fuel it's not economic to invest in the planet saving ideas. This is a universal on all sustainable alternatives. There has to be a global agreement to apply carbon tax on all fossil fuels. Also on limestone for cement manufacture, and ruminants belching methane.",Positive
"While definitely an interesting possibility, a single nuclear reactor could nearly immediately reduce the total carbon footprint of such a vessel to being nearly sailboat levels of good.",Positive
Good idea to reduce fossil fuel costs of shipping by sea.,Positive
"Well, the wind has been driving ships for thousands of years. Gas/diesel will always be around in some degree. It has much much more energy density.. obviously. Turbines are the new ""sailing"" in conjunction with liquid fuel.",Positive
"Modular Nuclear reactor would be the perfect solution, but not going to happen.  They would be smaller than the current engine rooms and if you take into account that their is no need for huge fuel bunkers it increases the load the ship can carry.",Positive
"The can combind a couple of technologies,  the new sails could have solar panels built-in,  and use hho gas for propulsion.",Neutral
"The nuclear option is zero emission and reliable. But pirates are an issue then.
Or fully electric ships with fuel cells or large accumulators - it's not a big issue if they are heavy. And they can be charged by floating solar farms near harbor.",Negative
"Wind power is an old thing. It is not the future, because it is not a new invention.",Neutral
I wonder if you couldn't combine the sail technology with solar electric  I mean you have large surface area while true they wouldn't be in an optimum position to catch the sun this does seem to be a case of every little bit helps. Another thing I wonder about is couldn't the sails be mounted along the sides of the ship as opposed to along the centre line perhaps using some sort of outrigger system. Before people start calling me an idiot I want to make it clear my knowledge of sailing is about as good as my knowledge of Klingon opera,Positive
കൈരളി ടിവി,Neutral
"1. catch 3 whales
2. tie them to the ship
3. TBD
4. profit",Positive
Love how he apologized to flat earthers lmao,Positive
Wind-powered ships. Its called a sailboat,Neutral
the kite solution seams to be the most promising ; low footprint easy to retrofit; its a pity that the oilprice is so low in the moment,Positive
"jus send all the cargo in huge beer bottles, no pollution",Positive
i like kites! they must pay off easily!,Positive
The current trend in futuristic tech: Reinvent and relabel an old tech. as futuristic and market that as the Future using some underpaid science YouTuber.,Neutral
I wonder if wind turbines and solar panels (along the top of the containers) could be used to drive an electric motor for the propeller?,Positive
"Covid 19 has demonstrated, what's the hurry. Bring back bigger sailing ships with combined computerized tech control.",Neutral
A hybrid system based on cargo and port type as well as ship size seems to be the best route. Doubt it’ll be one size fits all solution.,Positive
"the whole wind/diesel power shipping comes down to money yes.
The customer pays for the diesel so the ship has no interest, yes?

Pay One Small Shipping Company to install sails [or what ever] to make it more profitable to cut prices and watch the rest fold like little girlz.",Positive
"alright you brainiacs tell me at what level of CO2 would you like in our atmosphere would it be 300 PPM , 200 PPM , 100 PPM or what level ? By the freaking way brainiacs why do we have to use massive amounts of fertilizer every year to grow our food crops when  back in the 1700's and 1800's we didn't have the need for fertilizers as we do today and one reason is the atmosphere had a higher amount of CO2 aka plant food .",Positive
"This may be a dumb question, but is there any problem with nuclear reactors? Aircraft carriers use them",Negative
Much more R&D is required.,Neutral
What the hell are the ships going to do when there is no wind for days or weeks at a time . We already know that any sailing ship will founder and become stalled without the wind .,Negative
Sorry but CO2 is not bad for the atmosphere nor is it a cause for global warming or cooling as it follows both not the lead .,Negative
How can you sail a 10000 teu containers? So if theres no wind then cancel sched? How bout if typhoons and hurricane? Is it in a good voyage? Imagine securing sails then starts force 7 wind on top of the mast is it safe?,Positive
What about small modular nuclear reactors on board .. cheap fuel and efficient....or even hydrogen fuel cells?,Neutral
Sail    on. That. Her. Get it. Done   see. Your.  Goods.   In   10. Months,Positive
"I would propose an array of vertical axis wind turbines (which generate electric power completely independently of wind direction) sticking up above an array of solar panels the size of the upper deck (or maybe larger), with large batteries to smooth out the maxima and minima of generation so the electric motors driving the propellers run 24 hours/day. The batteries become the ship's ballast. The solar panel arrays need to be foldable to get them out of the way if the ship is loaded and unloaded by crane.  Unfortunately I have nowhere near enough information to calculate whether this could be practical.",Negative
Is this Wilbur soot??????,Neutral
Atomic energy is the only solution.,Positive
Making stuff in our own respective countries would reduce the need for as many shipping fleets. That will not cure the complete problem but it will help some.,Positive
The kite seems like a good deal considering you can add it to a ship already built. The computer and “mast” that hold it seems to be a minimal cost really. 8% on the low end month over month would be a substantial savings let alone if you got 20% to 30% for part of the time and never saw 50%. This system leaves the decks open as well. Imagine seeing huge kites for miles away over the ocean.,Positive
I doubt we will be going back to the days of total wind power ships .,Negative
"Meanwhile, “... all aboard!” —-> https://www.windstarcruises.com/",Neutral
Clipper ships in 1900 were much faster than modern day behemoths.,Neutral
well ships are the only mobile platform where direct carbon capture is viable by doing this carbon can be turned back into fuel by taking in seawater separating the hydrogen then combining it with carbon resulting in fuel,Positive
"yes, next!

the fuel those massive slow arse cargo ships burn is insane! I mean they're SOOOOO slow!",Neutral
"look up Flettner rotor use on a ship around 1920-1930. Driven rotors, acting like sails, reducing fuel use measurably. Flettner rotors work with wind from any quarter.",Positive
"Humans: Create fast ,gasoline powered ships

Many years later

Wind 💨: You could not live with your own Failure, Where did that bring you, Back To Me",Negative
Hey man I am a worker at TESLA and I would love to make a video about TESLA so yeah let me know if you want to,Positive
"I love sailing, and i love the idea but fuel savings is only a small part of logistics. what about  shipping time. these shipping companies are competing with one another. what's the point of saving 5% fuel if you are slower than your competitor by a significant margin. I would love to see a giant ground effect vehicle as a shipping vessel, we have the technology to auto stabilize such a large vehicle  but that is unlikely due to rough seas.",Positive
How about we just ban the use of bunker fuel and force the ships to burn standard diesel?  Do you realize how much air pollution 10 cargo ships put out using bunker fuel?,Negative
Hydrogen is the only way,Neutral
No,Neutral
"Hey, I've got an idea, lets use sails. You know those old things, everyone stopped using because the wind isn't consistent. And boy those sails sure take a lot of internal space on my cargo ship.",Positive
Enjoy Fresh flowers with those special moments … https://farawaylandseedbank.com/produto/forbidden-fruit-feminized-hybrid-seeds/,Positive
"Wind + flywheels. Done. Problem solved. Only thing holding people back now that the cat's out of the bag is bureaucracy, ignorance, and greed.",Negative
"Nice vid ,I liked ""Though scaling up has had limited success "" no S&it",Positive
As soon as i heard the british accent I knew his was a green lunatic.,Negative
"Wind may cut down the Co2 by 5-8%, even 90%, but nuclear cuts it down 100%, is cheaper than wind and fossil fuels, and because of recent advances, they are as safe as safe can get.
https://www.nuscalepower.com/",Positive
"ah yes


*advanced sailboats*",Positive
"Is it just me or are people ignoring the fact that wind is super temperamental, the winds generally don’t cross the equator with the wind currents restricted to the hemispheres, plus depending on time of year they may change directions, sailors would have half a year to go one direction and would have to return within the next 6 months or be stranded until the winds change directions",Negative
I don’t want to hear about the problems in achieving something.,Positive
"If the Democrats get back into power horse and buggy will be needed for shipping (destroyed oil industry, no gas, no bunker fuel for ships). UN Agenda 30 removes 90% of humans from the planet so prison work cities where slaves are kept can be self sufficient (no shipping needed). World carbon dioxide levels were twelve times higher during Cretaceous (now trapped in Cretaceous limestone), it is at the bottom of what can support photosynthesis now (not enough plants to feed the large dinosaurs today because of CO2 deficient atmosphere).",Negative
"Is wind power the future of shipping?

So we've come full circle then.",Neutral
The Vikings used wind power.,Neutral
"The most efficient device in the world to move weight is a 2-stroke diesel internal combustion engined container ship.  It is more efficient than a single fat ass person trying to move their own weight.  ANY AND ALL sniveling Greenies that want to target shipping FOR ANY REASON are complete idiots.  Seriously?  Spend Billions of dollars and create TONS of new pollution building some ""New Tech"" that isn't even needed?  You are Fools.",Positive
Good job,Positive
"Sails:

What am I a joke to you?",Positive
"The Best way to cut the emissions is to stop globalizing manufacturing and manufacture locally. then use technologies like these for raw materials and passenger shipping. nice vis, been a sailer and windsurfer alll me life, and have imagined Hybrid ships as a way to clean up the planet",Positive
"Wind power, ya' say? That'll fit in with Mazie Hirono's...'Bridge from the USA to Hawaii'...",Positive
a competition to reinvent the sail.,Neutral
did you make this up lmao,Positive
"Biofuels are a very controversial and risky energy source. Biofuels from crop residues, and/or, crops such as jatropha grown on marginal land pose less risk to food security; however, they couldn't ever meet our energy demands. The destruction of habitats and biodiversity is one of our highest existential threats, and biofuel production promotes it.",Negative
"Lmfao, you gonna put sails on that junk? The solution is to stop buying everything from China, then no need for these ships. 
So how much do the CCP pay you to lie and siml for the CCP and be a traitor to your own nations people?",Positive
"I would be interested to know if nuclear power would be a possible option for large scale cargo ships. Small Modular Reactors and looking forward, Thorium Molten Salt Reactors seem to be making considerable advances.",Positive
"First things first. They need to stop using bunker fuel and massive reciprocating engines. LNG turbines have a proven track record and are capable of powering electric motors, like azipods which would also decrease the need for tug boats. *Then* can you install sails at will",Positive
how about nuclear???,Neutral
+1 for the flat earth jibe,Neutral
"Wind-powered ships either means slow ships, or hybrids of some sort.  Speaking generally, wind-power also eats into cargo space on a ship.  Kites are an exception; not much cargo space is used.  But the tech isn't mature.

Slow ships mean more product is locked up in transportation.  The 'pipeline' is longer.  Not advantageous.  I don't expect that many ships will ever be constructed which rely solely on wind power for cargo transportation.

What sort of hybrids could we talking about?  As batteries improve, electric propulsion for ships will expand.  Japan is already building a small fleet of electric ships for coastal shipping.  They can't go the distance on long international routes, but coastal shipping is not insignificant.  And as part of hybrid propulsion systems, batteries will probably play an increasing role.  With added sails, a kite, and hydrogen fuel cells, a ship should be able to attain reasonable speeds without emissions, while the batteries and fuel cells will prevent a hybrid ship from being stalled for lack of wind.

Hydrogen isn't an efficient way to store and use energy, and it won't rival fuel oil for cost, but it's still an option for a hybrid, as not all of the energy required to drive a hybrid will be expensive once the initial capital investment is made.  Wind energy will be free to harvest, and grid electricity is cheaper even than fuel oil.

Today's cargo ships have terrible aerodynamics.  They're basically blocks mounted on a hull.  So when we speak of reducing emissions, aerodynamics is a dimension to consider.  We can cut down emissions simply by streamlining cargo ships, in principle.  Some new concepts for stowage may need to be developed.  Containers simply aren't aerodynamic.

Another dimension is the immense need globalization imposes on our civilization for shipping.  This is temporary - a phase we are going through.  Tech advances will likely reduce the need, and the economic justification, for centralized production.  For an example of how a company can plan to reduce reliance on shipping, look no further than the auto industry, which often sites factories to serve geographical locations.  Looking further ahead, tech such as 3-D printing may advance to the point where many things communities need can be easily produced in low volumes locally.  Advances in robotics, AI and 3-D printing may ultimately lead us - in the long term - to microfactories which can flexibly make many things, not just one thing, and do so economically at local scales.  We may need fewer ships in future decades as these trends play out.


We'll still need to move raw materials around, of course.  And food, probably, though there is potential for vertical farms serving communities which lack sufficient farmland to produce what they need.

There is, as you pointed out, an obstacle to overcome.  Ship owners don't pay for fuel for cargo shipments, so they have no incentive to reduce fuel expenditures.  But this is easily resolved by government action.  It just needs legislation and incentives.

I think the only certainty here is that we must, and will, begin to reduce emissions from cargo shipping.  Exactly how that will play out isn't easy to predict.  There are a lot of moving parts, and technologies still remain to be developed.  Falling battery prices and maturing tech alternatives will play a role.",Positive
The company or country that builds the first cross-ocean cargo tunnel will instantly put the cargo ship industry out of business.,Neutral
"put DC power in the salt water, collect the h2, use it in a piston engine to drive the ship and the DC generator. and let the crew breath the o2.  simple",Neutral
only 20k subs? you’re gonna make it one day and i’ll get to brag about how i used to watch u while u had 20k,Negative
Wind power blows. That ship has sailed a long time ago.,Neutral
It’s called sailing lol,Positive
"Why don't thay put wind turbines on the ship since it can lift thousands of tons, but ofc there gonna be a lot of energy loss since we don't have a perfect conductor 
But if we have a 100% non energy loss conductor it's will be possible for sure",Negative
Wind power the future or shipping.....and also it's past?,Neutral
Yes,Positive
"""That settles it. We're going back to using sails.""",Neutral
"Wind turbines driving air compressors could be a valid option. When compressed air is heated even slightly the energy output could drive the ships existing shaft and propeller. Alternatively compressed air can drive alternator, which drives electric motor",Positive
The ships are floating on their clean fuel.,Positive
"Well why nit use electrolysis yea sure you will need a giant ship that has giant hydrogen, oxygen separator tanks and such, but as a test bed it had to be giant and then gradually get smaller and more efficient",Positive
May the algorithm bless you,Positive
ahhh just go nuclear,Neutral
Maybe we'll just stop shipping stuff around as much. Tesla is reducing a lot of costs by building factories on each continent and sourcing materials and components locally to reduce shipping to a minimum. Many other manufacturers could do the same.,Neutral
I think it’s called Sailing...,Neutral
Ran out of gas once on my 28 foot bayliner so i hung up a king size bed sheet between my outriggers straight up and still managed to get close enough to the channel to moor off and take the kayak in with a gas can to get back on track.. the wind got me going about 4-5 knots which I thought was pretty cool for a make shift sail,Positive
There's a lot of downtime for the crew on these ships. Can't see why they can't use long paddles.,Neutral
"Nuclear powered ships are potentially the best answer to this problem. They are reliable, don’t depend on weather, leave upper decks free for cargo, and should be restocked with fuel rods once in a few years. Also, the depleted fuel can be recycled into new fuel for fast neutron reactors, basically creating a closed cycle, that doesn’t involve carbon emissions whatsoever.",Positive
"You know it's a scam when they're proposing wings and kites, but somehow avoiding sails. This implies that installing the device is of no interest. Selling the patent is the only direct goal here, and so therefore, these companies are stifling technological advancement and draining tax money in the form of green research incentives.",Negative
